repeat_family	coverage	pct_coverage
DNA	849494	0.03333818327855476
LINE	64038192	2.5131631085367045
LTR	516251	0.020260143633430223
Low_complexity	1569217	0.06158353555154464
RC	710	2.786377552728316e-05
SINE	1185	4.650503380257823e-05
Satellite	121918	0.0047846419503314195
Simple_repeat	11921480	0.46785555306055726
Unknown	21644032	0.8494147171173713
rRNA	2628377	0.10315000947756892
snRNA	1963	7.703745261979837e-05
not_repeats	2444818435	95.94629870113198
