repeat_family	coverage	pct_coverage
DNA	924363	0.035207375240613466
LINE	68179024	2.5968201685991232
LTR	536072	0.020418047953007792
Low_complexity	1703946	0.06490033267422253
RC	655	2.4947808147450537e-05
SINE	1872	7.130121656798078e-05
Satellite	133934	0.0051013125746880005
Simple_repeat	12314637	0.46904305539159674
Unknown	22563728	0.8594130644813097
rRNA	1127146	0.04293102620178058
snRNA	1621	6.174106413285088e-05
not_repeats	2517994151	95.9060076267948
