repeat_family	coverage	pct_coverage
DNA	1267416	0.03199423608974378
LINE	96193992	2.4282897568461532
LTR	780495	0.019702561192903176
Low_complexity	2488975	0.06283087302943155
RC	1839	4.642311614263889e-05
SINE	2475	6.247809268789083e-05
Satellite	178349	0.00450218398092632
Simple_repeat	19511134	0.49253270242337704
Unknown	34376318	0.8677845584939031
rRNA	2200303	0.05554373122240172
snRNA	3691	9.317440004485054e-05
not_repeats	3804383547	96.03661732111229
