repeat_family	coverage	pct_coverage
DNA	915418	0.035239268405089785
LINE	64268406	2.474030015797464
LTR	517932	0.0199379351985486
Low_complexity	1637537	0.06303743848849981
RC	208	8.007017371581808e-06
SINE	1444	5.558717829117371e-05
Satellite	120939	0.004655580162989097
Simple_repeat	9981998	0.3842597662937253
Unknown	22544917	0.8678727983647598
rRNA	1215738	0.046800169640827526
snRNA	1844	7.098528862113873e-05
not_repeats	2496514972	96.1040324481638
