repeat_family	coverage	pct_coverage
DNA	864954	0.037415279278594775
LINE	58052018	2.5111537332112586
LTR	472668	0.020446180058193656
Low_complexity	1309107	0.05662798716528668
RC	269	1.163612183531378e-05
SINE	920	3.979640181594304e-05
Satellite	114226	0.004941069341117293
Simple_repeat	8448472	0.3654552026551564
Unknown	21417199	0.9264428882347973
rRNA	1126279	0.048719403957454895
snRNA	1822	7.881417837896544e-05
not_repeats	2219958854	96.02866800939611
