repeat_family	coverage	pct_coverage
DNA	1131647	0.03385888280184791
LINE	83713248	2.504700717621333
LTR	665759	0.019919511963779748
Low_complexity	2080901	0.06226056630844082
RC	565	1.6904802277604298e-05
SINE	1805	5.4005607276240276e-05
Satellite	160002	0.00478726048499335
Simple_repeat	15618279	0.46729897063975107
Unknown	28422865	0.8504122353770609
rRNA	1675578	0.05013330051451974
snRNA	3211	9.607313294404848e-05
not_repeats	3208771679	96.00646157074577
