repeat_family	coverage	pct_coverage
DNA	674053	0.03327666133234196
LINE	50790401	2.507421483193224
LTR	406701	0.020078022708191798
Low_complexity	1286023	0.06348840793914187
RC	825	4.0728615701112694e-05
SINE	952	4.699835411813246e-05
Satellite	99690	0.0049214978172653625
Simple_repeat	9469104	0.4674709064846897
Unknown	17506478	0.8642601390811926
rRNA	1248317	0.061626937413534415
snRNA	762	3.761843050211863e-05
not_repeats	1944119543	95.97733059863009
