repeat_family	coverage	pct_coverage
DNA	1769811	0.032949648517208184
LINE	137784489	2.565217689161802
LTR	1139220	0.021209552084247362
Low_complexity	3404950	0.06339202644726924
RC	2116	3.9394859825378264e-05
SINE	4441	8.268079985090021e-05
Satellite	271070	0.005046675166760531
Simple_repeat	24904719	0.4636663109619256
Unknown	47449157	0.8833898340488495
rRNA	2889579	0.05379705087871298
snRNA	6268	0.00011669517078708457
not_repeats	5151633297	95.91109244190275
