repeat_family	coverage	pct_coverage
DNA	608872	0.03405274393150142
LINE	45336722	2.5355736262460207
LTR	371652	0.020785600894162263
Low_complexity	1169877	0.06542840188471975
RC	485	2.712488143120096e-05
SINE	1526	8.534550322476838e-05
Satellite	87983	0.004920677201982173
Simple_repeat	9204270	0.514772644145897
Unknown	16414874	0.9180443524909349
rRNA	761761	0.04260345732765582
snRNA	926	5.17889488768909e-05
not_repeats	1714067301	95.8636542365436
