repeat_family	meth_CpG	meth_CHG	meth_CHH	unmeth_CpG	unmeth_CHG	unmeth_CHH	within_meth_C	outside_meth_C	odds_ratio_meth_C	fisher_p_meth_C	within_meth_CpG	outside_meth_CpG	odds_ratio_meth_CpG	fisher_p_meth_CpG	within_meth_CHG	outside_meth_CHG	odds_ratio_meth_CHG	fisher_p_meth_CHG	within_meth_CHH	outside_meth_CHH	odds_ratio_meth_CHH	fisher_p_meth_CHH
DNA	9364	1467	5211	715188	611902	3428991	0.01713517260679575	0.9828648273932042	1.360176303324757	1.1175628492531522e-295	0.017456015092257388	0.9825439849077426	1.5818128564517762	0.0	0.01224694243853571	0.9877530575614643	1.485498535893486	2.0337473254392496e-45	0.018611777815875193	0.9813882221841248	1.294605275782028	2.721232889838376e-70
LINE	35731	6399	23141	5459499	7306440	39048820	0.0697188537101462	0.9302811462898538	0.46863611166846464	0.0	0.06660838052770704	0.933391619472293	0.7703144268513701	0.0	0.05342071210919564	0.9465792878908044	0.5145583727367066	0.0	0.0826511514943711	0.9173488485056289	0.45790022882772324	0.0
LTR	6370	3387	9783	692475	722772	2300597	0.02087154174895829	0.9791284582510417	2.1346315900587123	0.0	0.011874713385057621	0.9881252866149424	1.1054627617484718	6.491078440359274e-15	0.028275660558500646	0.9717243394414994	2.9470389986113386	0.0	0.034941282358991944	0.965058717641008	3.701602644130755	0.0
Low_complexity	2665	454	1391	122878	146433	1032892	0.004817331283920261	0.9951826687160797	1.3921899628495529	7.21060839219032e-98	0.004967992334564924	0.9950320076654351	2.611397540892755	0.0	0.003790123972116709	0.9962098760278832	1.9168454846194831	7.151160541732505e-36	0.004968141036630664	0.9950318589633693	1.1430934522315628	1.104248311288658e-06
RC	708	375	1555	20991	22740	83500	0.0028177649505502548	0.9971822350494497	8.34393942849336	0.0	0.0013198268566123699	0.9986801731433876	4.052738779740428	4.352565327276238e-198	0.003130609007805652	0.9968693909921943	10.205895510004224	1.7353566225121655e-232	0.005553888793645352	0.9944461112063546	15.879955956047061	0.0
SINE	64	6	25	5652	5212	20015	0.00010147371884089242	0.9998985262811592	1.2350360690214144	0.04542586130826471	0.0001193063825186323	0.9998806936174813	1.359277176088202	0.018997208958500496	5.008974412489043e-05	0.9999499102558751	0.7104281531226507	0.4923128610520348	8.929081661809246e-05	0.9999107091833819	1.0595609304794555	0.75655035696417
Satellite	1455	1062	2429	66329	85334	511063	0.005283042246179514	0.9947169577538205	3.0065258543206372	0.0	0.002712356040072031	0.997287643959928	2.6375944803633216	5.618392526225799e-220	0.008865884710105605	0.9911341152898944	7.740171041236315	0.0	0.008675495742613863	0.9913245042573862	4.0582710832889495	0.0
Simple_repeat	62741	23638	26405	1568380	2749556	15318761	0.12046959900790748	0.8795304009920926	2.48446452729367	0.0	0.11695940227502358	0.8830405977249765	5.305508858000179	0.0	0.1973368952706933	0.8026631047293067	6.36408011065411	0.0	0.09430896051202926	0.9056910394879707	1.510310317123327	0.0
Unknown	50431	14722	47545	2424290	2761664	12285482	0.12037773858874624	0.8796222614112538	2.806907505529977	0.0	0.0940115652624554	0.9059884347375446	2.6524086287389497	0.0	0.12290353550110615	0.8770964644988939	3.610734091246774	0.0	0.16981327504428825	0.8301867249557118	3.7498117535201048	0.0
rRNA	10	4	10	709	704	1899	2.5635465812435978e-05	0.9999743645341875	2.9089690221046696	6.4204268579540665e-06	1.8641622268536297e-05	0.9999813583777315	1.6930648264954802	0.09697086264646484	3.3393162749926956e-05	0.99996660683725	3.506548788660518	0.029103991461515624	3.5716326647236984e-05	0.9999642836733528	4.467107629903181	0.00011815876100929645
snRNA	126	24	27	2609	1698	7532	0.00018906156036671535	0.9998109384396333	6.002574478647949	1.8123623497517685e-75	0.00023488444058355733	0.9997651155594165	5.798256166724536	4.368687179592299e-52	0.00020035897649956172	0.9997996410235004	8.72434418337842	4.696334005514456e-15	9.643408194753986e-05	0.9999035659180524	3.0410314008259873	7.682261716585647e-07
sum_repeats	169665	51538	117522	11079000	14414455	74039552	0.36180721488822404	0.638192785111776	1.573693065558716	0.0	0.3162830842191211	0.6837169157808789	2.226041593160946	0.0	0.43025420545143384	0.5697457945485662	3.117678747531908	0.0	0.4197454140236585	0.5802545859763415	1.597089567951537	0.0
not_repeats	366769	68247	162462	53313132	59509403	163465338																	
